,index,kouwei,huanjing,fuwu,comment,date
4159,982,3.0,4,2.0,"
                        还是不错的，可能是我这样喜欢吃肉的搞不定这个哦！
                ",16-08-01
4160,983,,4,,,
4161,984,,4,,,
4162,985,3.0,3,4.0,"
                        最近一叶一世界藏茶素食火锅很火，今天我也去感受一把健康的素食生活方式，吃藏茶素食火锅，传言此家很火，早喊朋友人肉订位，6点到的时候， 排号的人很多，店的装修是藏式风格，到处放着佛教书籍，免费传阅，茶与佛的文化处处可见，一叶一菩提，一锅一人生，茶佛一味，整个店内以茶静心，以禅入定，平静如水，这里基本上是拼桌，锅底是一人一小锅，都是以藏茶为汤料煮的火锅，荤菜都是仿真荤菜，做的又逼真又好吃，特别推荐素园子和仿真虾仁。
                ",16-08-01
4163,986,,3,,,
4164,987,,3,,,
4165,988,,3,,,
4166,989,,3,,,
4167,990,,3,,,
4168,991,,3,,,
4169,992,4.0,4,4.0,"
                        首先感谢大众点评抽中来品尝一叶一世界藏茶素食火锅，今天我是真真正正“吃茶去”，吃藏茶素食火锅，店的装修是一种藏式风格，到处放着佛教书籍，进来就深深被——禅茶一味而吸引，整个店内的气氛给人很平静，客人说话的声音也有知不觉的变小声，怕吵着别人，这家素食很火，基本上是拼桌，但是大家没有被这种不便而对他家的好味道打退堂鼓，锅底是一人一小锅，都是以藏茶为汤料煮的火锅，他家的蘸碟是自助的，大家自由发挥，荤菜都是仿真荤菜，做的又逼真又好吃，今天感受一下以茶修身，修心，回归到健康的素食生活方式
                ",16-08-01
4170,993,,4,,,
4171,994,,4,,,
4172,995,,4,,,
4173,996,,4,,,
4174,997,,4,,,
4175,998,,4,,,
4176,999,4.0,4,4.0,"
                        没白来 爱情扎萨也就是肉夹馍真的很好吃😍 全是素食但是吃起来真的有肉的味道
                ",16-08-01
4177,1000,,4,,,
4178,1001,,4,,,
4179,1002,,4,,,
4180,1003,4.0,4,4.0,"
                        非常棒！这样的素食文化和佛教文化体验，值得推广
                ",16-08-01
4181,1004,3.0,3,3.0,"
                        吃了很多次，生意好需要提前定位置。
                ",16-08-01
4182,1005,2.0,4,4.0,"
                        味道还行，人太多，和不认识的人拼桌
                ",16-07-31
4183,1006,4.0,4,4.0,"
                        第二次去吃， 这家店生意太好了， 由于去的早所以也没有排队，菜量有点点少，但是感觉很新鲜卫生，锅底的汤口感也不错，特别喜欢那个招牌饼子，仿荤做得也不错，服务环境都很好，素菜的味道也很特别，总之非常不错，爱吃素食的朋友们这里是最佳选择。
                ",16-07-30
4184,1007,,4,,,
4185,1008,,4,,,
4186,1009,,4,,,
4187,1010,4.0,4,4.0,"
                        各项都很满意！尤其是服务生的气质。
                ",16-07-30
4188,1011,2.0,2,2.0,"
                        服务好。菜品新鲜。不过需要定位置～藏式素食
                ",16-07-30
4189,1012,4.0,4,4.0,"
                        终于拔草了一直想尝试的一叶一世界。整体感觉很不错。#环境#环球中心这家店比较小，布置的很精巧，有很多佛教文化元素，灯光暗暗的挺舒服。卡座好像特别少，除非提前很久定才会有。所以基本都是拼桌，不过每人一个小锅，也就无所谓了。拼桌的座椅坐着蛮舒服的可以葛优瘫哈哈哈。#菜品#点了原味锅底，其实跟喝的茶一样的，加汤也是加的茶水，据说是藏茶。我个人感觉挺好的，不会那么寡淡，蘸碟味道也好。菜品确实很新鲜，其中，藕片是我吃过最甜的藕片。海带芽这样吃也特别美味。我们三个人点了好多菜，事实证明素菜也是可以吃的很饱的。点的小吃都很好吃，鲜花饼和那个啥爱情饼，都很不错，可惜吃多了后头。#服务#服务态度蛮好的，服务员一直提倡一种节约的态度，感觉蛮好的。如果光盘还可以换惜福卡，集齐几张可以免费换套餐。觉得这种简约饮食的态度蛮好的。经常吃油腻或者吃多的朋友可以来体验一下。
                ",16-07-29
4190,1013,,4,,,
4191,1014,,4,,,
4192,1015,,4,,,
4193,1016,,4,,,
4194,1017,,4,,,
4195,1018,3.0,3,3.0,"
                        心心念好久的素火锅，终于吃到了！2个人的位置好像只有2桌，去的时候在排队，为了节约时间只有拼桌了。一进门很浓郁的茶文化，地方有点小，桌子少，菜品还不错，真的吃出了肉嘎嘎的感觉，好久有空再去吃！
                ",16-07-29
4196,1019,4.0,4,4.0,"
                        一直很喜欢，来了不下10次，但感觉现在菜品没以前多了。
                ",16-07-29
4197,1020,4.0,4,4.0,"
                        非常好吃！服务超好！就是位置太隐秘了，而且需要提前订餐，我们去的时候不知情没有提前订，被告知必须6点之前吃完，因为座位紧张。
                ",16-07-29
4198,1021,4.0,4,4.0,"
                        第二次来了…吃得很舒服，这次来的早，不会像饭点时间那样排队…不过貌似觉得没第一次来吃的品种多了…喜欢素食给人带来的清新感…最后一定要光盘啊
                ",16-07-28
4199,1022,4.0,4,4.0,"
                        真是如口碑一样好！有几位外地朋友也是第一次过去吃，大家都很满意，宾主尽欢😊🙏🏼
                ",16-07-27
4200,1023,2.0,3,4.0,"
                        口味很淡！也不知道怎么排行这么考前，先给肉娃儿说哦，没有肉，没有肉，什么肉都没有！重要的事情说三片！哈哈，确实人家店名就是素食餐厅，不过对我这样无肉不欢的略平淡了！蘸酱还是很有特色的，服务态度很好的！
                ",16-07-27
4201,1024,3.0,3,3.0,"
                        口味比较清淡，蘸碟比较特别，但是感觉吃多了还是觉得肉好吃～
                ",16-07-27
4202,1025,,3,,,
4203,1026,4.0,4,4.0,"
                        总体很不错的火锅哦，养生火锅，味道还很巴适，素菜做的跟柔的味道很像，请客也是不错的选择之一……以后还会去的
                ",16-07-27
4204,1027,,4,,,
4205,1028,,4,,,
4206,1029,,4,,,
4207,1030,4.0,4,4.0,"
                        環球中心，排隊人多，環境小資，味道一般
                ",16-07-27
4208,1031,4.0,4,4.0,"
                        我是比较喜欢清淡的口味，但家人对这种火锅没兴趣。
                ",16-07-26
4209,1032,3.0,3,3.0,"
                        带朋友去试试，他们说味道不错，全素也很符合他们的胃口，就是时间没确定不好提前预定，去的时候跟人拼桌的，聊天时候不安逸！
                ",16-07-26
4210,1033,4.0,3,4.0,"
                        没有原因的满分 没有原因的满分 没有原因的满分 重要的事说三遍！
                ",16-07-26
4211,1034,,3,,,
4212,1035,,3,,,
4213,1036,4.0,4,4.0,"
                        全素食，喜欢！就是位置比较紧张，需要提前定。
                ",16-07-26
4214,1037,4.0,3,4.0,"
                        味道不错，经济实惠，送餐速度杠杠的
                ",16-07-26
4215,1038,1.0,1,1.0,"
                        在一个角落里，旁边还有厕所，后来根本没敢用餐～很难找
                ",16-07-25
4216,1039,4.0,3,3.0,"
                        口味清淡，很好吃，不过地点偏小，预约了还要拼桌
                ",16-07-25
4217,1040,4.0,4,4.0,"
                        喜欢这里的环境，这里的理念，这里的服务
                ",16-07-25
4218,1041,3.0,3,3.0,"
                        火锅中的奇葩，点亮人们的视野，素餐藏茶也可如此多娇
                ",16-07-25
4219,1042,3.0,2,4.0,"
                        离开的时候一个个双手合十地说感恩食素什么的太吓人了，我只是来换个口味而已。。。。
                ",16-07-24
4220,1043,3.0,3,3.0,"
                        相当不错的一家素食店，就是位置太偏。
                ",16-07-24
4221,1044,4.0,3,4.0,"
                        一切都还不错 只不过店铺有点小 一定要提前预约 ！
                ",16-07-24
4222,1045,1.0,1,4.0,"
                        带爸妈去吃的，因为我爸平时不吃辣，这个很合他胃口，但是我们一同去的其他人都觉得不好吃，特别是我老公，就尝了几口，他说他简直吃不下，太没味儿了，还说我推荐的地方又难吃还要排队，无语了。总体感觉就是：白水煮一切。下次应该不会再去。
                ",16-07-24
4223,1046,3.0,3,4.0,"
                        素食、藏式，不错。里面空间小了点，不过服务态度不错，倡导节约节俭，挺值得去的
                ",16-07-24
4224,1047,4.0,4,4.0,"
                        全五分餐厅，除了位置有一丢丢隐蔽，别的都挺的。下次再来！
                ",16-07-24
4225,1048,3.0,3,2.0,"
                        位置超级难找，店小客人多，需等位。前期口味过淡，要靠调料提味道，后期茶叶的香味熬出来后还不错，菜品分量少，价钱小贵。
                ",16-07-24
4226,1049,,3,,,
4227,1050,,3,,,
4228,1051,,3,,,
4229,1052,,3,,,
4230,1053,,3,,,
4231,1054,,3,,,
4232,1055,3.0,4,4.0,"
                        每次到环球都会想来吃一叶一世界，这次来这边办事，结束的比较早，心想不如去看看有座没有，毕竟我就一个人，拼桌问题也不大嘛。下午五点，店里貌似就我一个人，我说了自己拼桌，很快就领我到座位上了，服务是一如既往地贴心，爱情扎萨必点，其他小菜点了三个，服务生就跟我说差不多了，想了一下不够再加好了，没想到三个菜我居然真的吃饱了……最近胃口小了这么多吗？！（后来去买徐亮烤蹄的时候我打消了这个顾虑🙄）当天空盘的话会给你一张惜福卡，集齐五张有惊喜（我忘了是什么了😂）小火锅就是这点好，一个人吃也OK，人多的话不提前定位怎么可能吃得到啊生意确实太好啦
                ",16-07-24
4233,1056,,4,,,
4234,1057,,4,,,
4235,1058,,4,,,
4236,1059,4.0,4,4.0,"
                        我很喜欢素食，环境和服务员都很好
                ",16-07-24
4237,1060,4.0,4,4.0,"
                        对于素食者来说，宛如天堂般的存在。
                ",16-07-24
4238,1061,4.0,4,4.0,"
                        位置很好找 就在环球中心， 去得早可以吹吹空调喝着茶聊着天等待 环境很好 绿化不错 安静清幽 适合夏天 爱去这里是因为他家的人均50的素菜火锅很是不错的 卫生干净 品质很好 品种也多 烫菜的锅有红锅 菌汤 菊花 补气等好多种 一人一个 吃着也放心 素菜吃多少拿多少 避免浪费 还有些许的水果和小吃 例如水果有苹果 西瓜 香蕉 小吃有 饼干 面包片 小披萨 薄饼等可供选择
                ",16-07-23
4239,1062,,4,,,
4240,1063,,4,,,
4241,1064,,4,,,
4242,1065,3.0,4,4.0,"
                        一直比较期待去吃这家素食火锅，似乎成都开了很多家分店。但是环球中心这个店子并不好找，我可算是从环球一段绕道另一端还是没找到，结果发现原来要从厕所右边那条通道过去，好神奇的一个通道。里面吃饭的人挺多的还要排号，可见生意很好。店面虽 然面积不大但是环境还可以，藏味十足。进入服务员态度非常好，很热情很尽心帮助我们点菜上菜。味道也还是不错的，全是素菜，而且还有很多从来没吃过的素菜，听稀奇古怪的。
                ",16-07-23
4243,1066,,4,,,
4244,1067,,4,,,
4245,1068,,4,,,
4246,1069,,4,,,
4247,1070,,4,,,
4248,1071,,4,,,
4249,1072,4.0,4,4.0,"
                        相当棒！我觉得算是成都素食圈里最好味道之一了，就是人太多，以后人少的时候再来。
                ",16-07-23
4250,1073,2.0,2,2.0,"
                        只来过一次 位置不好找 真的 问了又找 找了又问 结果我走到一个安全门后面 东穿西穿居然还走对了 很一般啦很一般啦 没有任何可以让我惊艳的地方 真的。价格属于中等，不贵也不便宜。但是实在没有惊艳能再一次光顾的冲动
                ",16-07-23
4251,1074,4.0,4,3.0,"
                        没想到在环球里面，还装的有味道的。中午人多，味道可以，优惠下来也便宜
                ",16-07-23
4252,1075,3.0,3,3.0,"
                        。。可以需要预约，每次吃光不浪费
                ",16-07-22
4253,1076,4.0,4,4.0,"
                        服务员水平素质都很高，亲切、热情周到，菜品质量好
                ",16-07-22
4254,1077,4.0,3,4.0,"
                        整体还可以，就是一如既往不够吃
                ",16-07-20
4255,1078,,3,,,
4256,1079,4.0,3,3.0,"
                        适合吃素的我们，亲们油大吃多了的，到这里感受一下巜一叶一世界》的不一样的味道。
                ",16-07-20
4257,1080,3.0,4,4.0,"
                        和闺蜜一起去的 我们都是肉食类型的 那天逛得不想走就去这家 看评论不错就去尝试哈。环境很藏族风 里面很多食素爱好者 老年人居多。看他们吃得很开心 不过我和闺蜜表示估计老了会喜欢这种味道 我们还是喜欢吃肉 味碟不错
                ",16-07-20
4258,1081,4.0,3,4.0,"
                        这个分店开在商场旁边的写字楼拐角里，真正是卡卡角角…然后门口没空调，等位等得像在汗蒸，打电话定了位准时到了却还是等了半个小时才吃到。然后大门进去桌子全围着一条很窄的走廊，感觉很拥挤。确实堂子有点小。菜很新鲜味道也很有特色，服务也很好。就是环境有点差强人意，感觉都对不起老板的装修钱。。准备去其他分店试试…
                ",16-07-19
4259,1082,3.0,4,4.0,"
                        环境幽静，室内布置规矩，素食品种多，大热天降燥养生好去处。时常光顾，老顾客了，之后找机会光顾下上海分店。
                ",16-07-19
4260,1083,,4,,,
4261,1084,,4,,,
4262,1085,,4,,,
4263,1086,4.0,4,4.0,"
                        非常好，已经去过很多次了，棒棒的
                ",16-07-19
4264,1087,4.0,4,4.0,"
                        听朋友介绍的，说这家还不错，所以就跟她们一起去了😳😳        味道真心的不错，在网上预约好了😊😊                   去了都还要排队，生意太好了 😅😅                           环境也挺好的，就是离我家有点远 😢😢                    不过只要味道好其他一切都不是问题😄😄
                ",16-07-19
4265,1088,,4,,,
4266,1089,,4,,,
4267,1090,,4,,,
4268,1091,,4,,,
4269,1092,4.0,4,4.0,"
                        全是素菜，看着是肉，其实还是素，不过味道还不错啦
                ",16-07-19
4270,1093,3.0,4,4.0,"
                        去的时候刚开业不久，生意火爆必须预定，第一次都没吃成，第二次提前一天才吃到。店面不大，装修非常用心，进门就觉得心都静下来了。服务很好。无肉不欢的我素食吃起也没有很难受。
                ",16-07-18
4271,1094,4.0,3,4.0,"
                        味道不错，理念和服务也很好，但是位置略少，因此总是需要预约和拼桌，有时候四五个人也还要拼桌，想要自己小空间就没那么方便
                ",16-07-18
4272,1095,3.0,3,4.0,"
                        味道很清淡，很适合夏天解暑解腻来吃。
                ",16-07-18
4273,1096,,3,,,
4274,1097,,3,,,
4275,1098,,3,,,
4276,1099,,3,,,
4277,1100,,3,,,
4278,1101,,3,,,
4279,1102,4.0,4,4.0,"
                        第一次吃素食，感觉还不错，服务员态度超级好，素丸子，东坡肉做的非常好
                ",16-07-17
4280,1103,,4,,,
4281,1104,,4,,,
4282,1105,,4,,,
4283,1106,,4,,,
4284,1107,3.0,2,3.0,"
                        人越来越多了，环境就不如其他分店了
                ",16-07-17
4285,1108,3.0,4,4.0,"
                        喜欢吃素 这里是不错的选择 青稞做的饼 强力推荐
                ",16-07-17
4286,1109,,4,,,
4287,1110,,4,,,
4288,1111,4.0,4,4.0,"
                        第一次尝试素食火锅，还是偏藏族风味的，有新意还不错。吃的蘸碟里有特色酱和花生酱，挺好吃的。点了非洲冰草不太喜欢，豆腐皮棒状的那个煮了很久很久都很硬，应该是没有泡发好，其他菜其实也一般，吃个特色吧，服务很好。
                ",16-07-17
4289,1112,,4,,,
4290,1113,,4,,,
4291,1114,,4,,,
4292,1115,4.0,3,4.0,"
                        好想把餐厅打包回去。。。。。。
                ",16-07-17
4293,1116,4.0,4,4.0,"
                        这家火锅想吃的话尽量预定，不然要等好久的  味道那是不用说大家都知道 杠杠的锅底很好 基本锅底都是比较清淡的，每一个锅底里头都有一包茶包，我们要了菌汤、安神、原汤、还有一个忘了，其实都很清淡，菌汤味道很浓，不错
                ",16-07-17
4294,1117,4.0,4,4.0,"
                        很隐秘的一家店，但一点都不影响它的人气，午饭时间仍然需要等位或拼桌。全素食，菜品质量很好，锅底是茶汤的，很健康的感觉。两个人，服务员建议点6个菜即可，主张节约、惜福，还蛮喜欢这种风格的。爱情扎萨真的很好吃，会很贴心询问是否吃辣和香菜，服务态度很好，谦卑有礼却不逢迎。最后，所有食物里都没有葱，哈哈哈！
                ",16-07-16
4295,1118,,4,,,
4296,1119,,4,,,
4297,1120,,4,,,
4298,1121,,4,,,
4299,1122,4.0,4,4.0,"
                        去过几次了，还不错，就是儿子吃了过敏了，不知道是什么做的
                ",16-07-16
4300,1123,3.0,3,3.0,"
                        这家餐厅超级火啊,每次去都要排队,虽然门面不是很好找,在世纪城旁边的楼上,一上楼就闻到一股香香的檀香味道,它家都是素菜,适合大鱼大肉生活后的调剂,而用来煮火锅就比传统素食多了点新意,毕竟传统素食为了撑肚子油份都比较重.
                ",16-07-16
4301,1124,4.0,4,4.0,"
                        很喜欢的餐厅，每个月都要去刷一次。太棒了！
                ",16-07-16
4302,1125,4.0,4,4.0,"
                        总的说来是非常的好的哈，我们一行一共是5个人 没有遇上品做关键我们又办卡了，充值的，不过这个店开了这么多了 应该不会跑哦
                ",16-07-16
4303,1126,3.0,3,3.0,"
                        我又来点评了…重庆的亲戚来环球玩，我准备请客，想了半天，好像就这个藏式火锅比较特色，她们那边应该没有，果然表妹表示正好想试，非常满意！几乎每次必点的次第花开和青稞饼都很好吃，次第花开就是鲜花饼，手工现做的，酥皮很脆，馅很香。青稞饼面皮和内馅也搭配得很好，素菜做的火腿肉很像，加上青菜、辣椒、香菜，我的最爱！其它的火锅配菜比较推荐南瓜、非洲饼草、山药粉皮、草菇等
                ",16-07-16
4304,1127,,3,,,
4305,1128,,3,,,
4306,1129,,3,,,
4307,1130,,3,,,
4308,1131,,3,,,
4309,1132,,3,,,
4310,1133,2.0,0,3.0,"
                        打电话去预定，说是没有位置，那我说行吧我1点钟到可以留位了吧，对方答允。谁知道走到过道上的时候，眼睁睁看到空桌子被walk in的占据了，而且对方还是一个人。等我们进去的时候说好的留位改成拼大桌。于是拂袖而去。我觉得这家就是在做饥饿营销，惜福卡已扔，不会再去
                ",16-07-16
4311,1134,3.0,3,3.0,"
                        就餐環境比較靜謐，味道也還行，非常的清淡啊
                ",16-07-16
4312,1135,4.0,4,4.0,"
                        很不错的环境，清淡，适合胃不好的我
                ",16-07-15
4313,1136,4.0,4,4.0,"
                        菜品很新鲜，感觉这里吃饭饮食很健康
                ",16-07-15
4314,1137,2.0,3,3.0,"
                        素食的形式还不错，但是为啥每次吃了都要拉肚子
                ",16-07-15
4315,1138,4.0,4,4.0,"
                        非常好，汤美味菜分量也足够我们的。很不错，就是没预约上要拼桌
                ",16-07-15
4316,1139,4.0,4,4.0,"
                        对于爱吃素菜的我来说，真的好好吃，就是人有点多，有点挤
                ",16-07-15
4317,1140,3.0,3,3.0,"
                        一般，还是觉得荤菜里面的素菜好吃
                ",16-07-14
4318,1141,3.0,3,3.0,"
                        生意太好了，提前预约来了也要等位，但是很值得等，味道很好，环境也比较古朴
                ",16-07-14
4319,1142,2.0,2,2.0,"
                        素菜，适合爱吃素食的朋友，不是我的口味，环境还好，规定吃饭时间，到时间了得抓紧吃完走，有一波
                ",16-07-13
4320,1143,1.0,1,1.0,"
                        真勒觉得不好吃 没啥好说的了 又挤 ～
                ",16-07-12
4321,1144,4.0,4,4.0,"
                        已经是三次去了，素食能做得这么好吃
                ",16-07-12
4322,1145,4.0,4,4.0,"
                        真的很喜欢一叶一世界这样的素食店，清淡爽口，食材品质也都很不错，吃完以后心生喜悦
                ",16-07-11
4323,1146,3.0,1,2.0,"
                        这排队不知道怎么拍那么多，去晚了还没有菜了。味道还可以
                ",16-07-11
4324,1147,4.0,4,4.0,"
                        服务态度很好 每一位服务员都很热情～ 非洲冰草强推！火锅底料很棒 吃完不会有油腻啊之类的感觉 价格也比较适中有小卡座很不错
                ",16-07-11
4325,1148,4.0,4,4.0,"
                        挺好！是家很有特色的餐厅！个人觉得特别适合信仰佛教的朋友！
                ",16-07-10
4326,1149,,4,,,
4327,1150,,4,,,
4328,1151,,4,,,
4329,1152,,4,,,
4330,1153,,4,,,
4331,1154,,4,,,
4332,1155,3.0,2,3.0,"
                        没以前好了。菜也贵了 11111
                ",16-07-10
4333,1156,4.0,4,4.0,"
                        服务非常好 位置很紧俏 要提前几天才能订到 味道很好 食材都很干净
                ",16-07-09
4334,1157,3.0,3,3.0,"
                        菜品可口，服务员态度也很不错。
                ",16-07-09
4335,1158,3.0,3,3.0,"
                        完全颠覆素食概念。很多菜都做得像肉一样的。很好吃。夹饼超级好吃，我居然吃出了肉夹馍的口感。五花肉是豆制品做的，肉丸也是素菜做出来的，味道超级好吃，下次会再来的。这边需要提前订位置。就在环球中心N2门进去上三楼就到了。服务态度超级好。强烈推荐。
                ",16-07-09
4336,1159,,3,,,
4337,1160,,3,,,
4338,1161,,3,,,
4339,1162,,3,,,
4340,1163,4.0,4,4.0,"
                        第一次被邀请到这里来试吃，超级喜欢这里的环境和服务还有菜品，一叶一世界真的是在用心做素食🙏
                ",16-07-08
4341,1164,4.0,4,4.0,"
                        菜品味道好，服务态度很好，环境还可以，
                ",16-07-08
4342,1165,4.0,4,4.0,"
                        不错，还会再来，现在人多，感觉空间比较狭小
                ",16-07-08
4343,1166,2.0,3,3.0,"
                        味道一般，没有什么特色，吃一次就不想吃第二次，就是水煮菜！
                ",16-07-07
4344,1167,3.0,3,3.0,"
                        素食火锅，青稞饼和另外一个饼子味道很好
                ",16-07-07
4345,1168,2.0,3,2.0,"
                        不错的地方，地方比较难找，但人气很高，素食很用心，对于要保持身材的女生，带她们到这个地方是个不错的选择。
                ",16-07-07
4346,1169,4.0,3,4.0,"
                        味道清淡 唯一不足就是环境狭小 经常需要拼桌
                ",16-07-07
4347,1170,3.0,3,4.0,"
                        服务态度很好，空盘有奖励，鲜榨果汁也很赞。菜品吃太多后感觉口感太雷同了。
                ",16-07-07
4348,1171,4.0,4,4.0,"
                        这家经常去，健康，传递一种向善的理念。值得经常去。
                ",16-07-06
4349,1172,4.0,4,4.0,"
                        环境非常好的店，比较难预定，一定要提前至少一两天才有位子，环境装修的古朴宁静，一进来就感觉心都沉静下来了，空气中有淡淡的藏香味，特别舒服。服务员很热情的询问我们是否是第一次来，像我们推荐了几个必点菜，青稞扎萨外皮酥脆，里面的素肉麻辣且有咬劲，再配有清爽的蔬菜，非常好吃。素肉丸子和素排骨也非常不错，服务员说是豆类蛋白和什么一起做出来的哦，吃着没负担。各种素菜也挺新鲜。和闺密两个点了5个菜和一个青稞扎萨，奈何分量还是没控制好，没有获得光盘的惜福卡，下次去的时候一定要吃光光
                ",16-07-06
4350,1173,,4,,,
4351,1174,,4,,,
4352,1175,,4,,,
4353,1176,,4,,,
4354,1177,,4,,,
4355,1178,,4,,,
4356,1179,4.0,4,4.0,"
                        气氛特别好，我很喜欢这种自然放松的感觉，好像那的人都透露出一种无欲无求一生恬淡的气息
                ",16-07-06
4357,1180,4.0,4,4.0,"
                        非常不错，虽然是全素，但也吃得很满足。服务态度超好
                ",16-07-06
4358,1181,4.0,4,4.0,"
                        冰草还不错，总体感觉都很好，服务也很热情
                ",16-07-06
4359,1182,4.0,4,4.0,"
                        我好喜欢，虽然每次去都是拼桌，还是喜欢
                ",16-07-05
4360,1183,4.0,4,4.0,"
                        不错，味道杠杠的，下次在来哦！
                ",16-07-05
4361,1184,4.0,3,4.0,"
                        菜品非常适合我这样口味清淡的哺乳妈妈！而且服务态度极好，尽力帮我考虑方便照顾宝宝的位置！唯一就是几口锅同时煮起来后有点儿热！
                ",16-07-05
4362,1185,3.0,3,3.0,"
                        这个去了好几次了，吃了出来会觉得浑身很舒服，带老妈老爸去她们也很喜欢
                ",16-07-05
4363,1186,4.0,4,4.0,"
                        还没有来吃过，应该不错，一定会来体验的
                ",16-07-05
4364,1187,3.0,3,3.0,"
                        下午去的 生意很好 需要提前预定 晚饭吃比较清单健康
                ",16-07-04
4365,1188,,3,,,
4366,1189,4.0,4,4.0,"
                        素丸子的味道很好！环境也不错，就是去晚了，是拼桌
                ",16-07-04
4367,1190,4.0,3,4.0,"
                        菜还是那么好吃，青稞扎小孩一个人就消灭掉了，还有新开发的玫瑰
                ",16-07-04
4368,1191,3.0,4,4.0,"
                        爱情杂撒好吃，还打包了两个。吃的清淡的朋友可以尝试。
                ",16-07-04
4369,1192,4.0,4,4.0,"
                        提前两天预约，还只能拼桌。但整体感觉不错，服务员也很务实，让我们不要点多了，浪费。
                ",16-07-04
4370,1193,4.0,4,4.0,"
                        挺好的素食火锅，我们几个好朋友约会基本都是在那儿的，不是红牌楼店就是环球分店，尤其是晚上不提前预约基本都是没有位置的哈，先说说它家特色吧，基本可以无油少盐，当然喜欢油腻的可以吃香油啦，我们基本少油少盐，调味料品种繁多，尤其秘制酱确实很不错的哦，喜欢吃肉的朋友可以过过嘴瘾，回锅肉排骨什么的都有不过是豆腐做的😄，素菜品种那叫一个多啊，我们比较喜欢冰草豌豆苗苦芹菜啊折耳根什么的都比较新鲜啦值得养生的最佳选择！
                ",16-07-03
4371,1194,2.0,3,3.0,"
                        朋友吃素就一起来了，比较清淡，书免费
                ",16-07-03
4372,1195,3.0,3,2.0,"
                        第一次吃在红牌楼 第二次没预约上 这回提早两小时预约 座位很好 卡座还带有帘子比红牌楼那家窄一点，恰好遇到每周打折，其实是店内商品打折而已。味道还是那么好，吃完很舒畅，不过一会儿就饿了。
                ",16-07-03
4373,1196,,3,,,
4374,1197,4.0,3,4.0,"
                        喜欢的一家餐厅，就是越吃越贵，菜品价格没变，最开始人均45，吃到第三次人均70，是我们胃口越来越好吗？呵呵…
                ",16-07-03
4375,1198,2.0,2,2.0,"
                        挺好吃的，素食比较健康，这家又是以火锅为主，比较喜欢
                ",16-07-03
4376,1199,4.0,3,4.0,"
                        味道好，环境不错，下次还去，呵呵
                ",16-07-03
4377,1200,3.0,2,3.0,"
                        工作餐，中午以前爱来吃。天气热咯，不想去挤
                ",16-07-03
4378,1201,4.0,4,4.0,"
                        第一次有点找不到地方，电话店家后才找到。总体来说很不错，挺好吃的。
                ",16-07-02
4379,1202,4.0,4,4.0,"
                        店面地址: 今天和朋友来到成都吃火锅，这里平时都很多人这里吃的东西很多，都不知道吃什么，很多人都来这里，所以我们也过来这里吃了，店面很容易就可以找到，因为来这里的人比较多。服务态度 :看到这里环境，服务员热情，人也挺多的。服务肯定不会差，都能满足客人的需求，特别的好。性价比:一样的价格，在这里可以吃到更多的东西，份量也很多，比较满意这里。食品质量: 在这里吃，完全不用担心质量问题，食材都很新鲜，味道也到位，朋友跟我都很满意。不用担心食材问题，我推荐这里。
                ",16-07-02
4380,1203,,4,,,
4381,1204,,4,,,
4382,1205,,4,,,
4383,1206,4.0,4,4.0,"
                        给你的肠道洗个澡。多吃去身体好
                ",16-07-02
4384,1207,4.0,4,4.0,"
                        吃过一叶一世界很多次了，几乎都把菜单上的菜吃完了，非常棒的素食，点仿荤也完全不需要顾忌的吃。汤底是藏茶，味道很淡，不喜欢茶味的人也吃不出茶的味道。冰菜是每次必点的，还有罗汉果、丸子、素排骨、都很好吃。还有爱情扎萨也很好吃。
                ",16-07-01
4385,1208,,4,,,
4386,1209,,4,,,
4387,1210,4.0,4,2.0,"
                        服务员比较慢，排号没有拿号码，每轮喊号都喊手机号，比较不方便！
                ",16-07-01
4388,1211,4.0,4,4.0,"
                        我自己不喜太寡淡的素食  但外婆跟妈妈都很喜欢。 环境非常棒，当陪老人了
                ",16-07-01
4389,1212,4.0,4,4.0,"
                        和吃肉比便宜太多，和吃素比还是有些小贵
                ",16-07-01
4390,1213,4.0,4,4.0,"
                        非常喜欢的一家店，常常去吃，觉得很清爽解腻。
                ",16-07-01
4391,1214,,4,,,
4392,1215,4.0,4,4.0,"
                        清淡，适合朋友集体上火时的小聚……
                ",16-06-30
4393,1216,4.0,4,4.0,"
                        不错不错不错，健康绿色对身体好，服务好
                ",16-06-29
4394,1217,3.0,4,4.0,"
                        环境很好，服务不错，心情棒棒哒
                ",16-06-29
4395,1218,4.0,3,4.0,"
                        不错，素斋可口，绿色养生，小吃扎萨（小锅盔）尤其赞！
                ",16-06-28
4396,1219,3.0,3,3.0,"
                        偶尔吃下还可以，算算也不便宜，素菜最近火
                ",16-06-28
4397,1220,4.0,4,4.0,"
                        地方很小，蛮私密的，而且竟然是在写字楼里面耶！浓浓的文化感，也是这家火锅店出名的原因吧！素菜火锅，锅底看着很养生呢，口感淡淡的很好吃！
                ",16-06-28
4398,1221,,4,,,
4399,1222,,4,,,
4400,1223,,4,,,
4401,1224,,4,,,
4402,1225,,4,,,
4403,1226,4.0,4,4.0,"
                        环境很静，藏族风，喜欢，服务也很棒，口味不错，素食主义者~
                ",16-06-28
4404,1227,4.0,4,4.0,"
                        喜欢这里的装修环境，喜欢这里的味道
                ",16-06-27
